name;price;master_id;client_id
Наталья;750;2760;961
Каштановый;9000;83;1285
Ноябрь;16250;1571;7048
Васильковый;17000;2180;2080
Красный;2500;928;4394
Шоколадный;22500;1701;1943
Ноябрь;11000;2446;4050
Май;13750;1582;6829
Март;4000;510;3340
Январь;5000;2289;4295
Фаина;6250;750;3441
Александра;28500;1113;6757
Лариса;7500;1214;5638
Октябрь;11250;588;4426
Светло-голубой;12000;578;2781
Вера;16000;1605;125
Октябрь;10000;225;2228
Любовь;25000;988;789
Зеленый;4000;2272;3423
Тамара;25000;2402;3642
Васильковый;6000;2664;3850
Васильковый;18750;2560;1518
Наталья;6000;1988;2510
Евгения;9000;1748;1167
Таисия;1000;1967;7028
Бирюзовый;9500;1071;2712
Ия;16250;1458;5067
Нонна;15000;954;2801
Александра;3000;585;3945
Декабрь;4500;2557;1820
Валентина;10000;869;5893
Черный;9500;1645;3306
Сентябрь;2000;1124;5398
Сентябрь;3000;2084;400
Темно-розовый;15000;613;3917
Светло-зеленый;16500;1537;7197
Светло-голубой;8500;2469;5028
Ноябрь;20000;1708;1865
Лазурный;21250;1418;1195
Ирина;5000;2497;5784
Темный хаки;21250;383;1390
Милица;2500;1458;4374
Синклитикия;20000;919;5607
Серый;12000;2622;7494
Майя;2000;904;3389
Светло-розовый;10500;1413;6529
Тусклый серый;16250;2960;3314
Екатерина;11000;777;56
Сентябрь;3750;2560;5647
Июль;20000;1902;457
Февраль;11250;185;165
Оранжевый;3750;1062;3417
Тусклый серый;17500;1508;1230
Пурпурный;15000;178;6589
Светло-синий;22500;2951;3011
Темно-розовый;3750;2819;7593
Пелагея;1500;2709;6694
Светлана;8250;2943;4096
Ноябрь;8250;2023;967
Апрель;1250;2854;1122
Золотой;12750;1701;3585
Январь;15000;1957;2143
Анжелика;5500;497;2912
Таисия;16000;2010;160
Декабрь;5250;1203;6792
Розовый;13500;2833;3019
Наина;9000;2023;4009
Лукия;18000;2104;6101
Светло-зеленый;6000;2480;4690
Иванна;12000;1662;7401
Бирюзовый;22500;1856;3106
Май;25500;746;443
Январь;750;2355;2800
Наина;14250;1247;7438
Юлия;4000;722;4454
Апрель;28500;146;1143
Август;4000;1276;2844
Антонина;13750;1333;645
Марина;6000;2696;7478
Февраль;30000;462;6404
Наина;3750;1992;2632
Темно-бирюзовый;12500;670;4092
Апрель;12000;1292;430
Алевтина;15000;1009;972
Агафья;8000;835;597
Июль;11250;576;3498
Василиса;12500;1826;4076
Темно-бирюзовый;14000;446;7039
Ноябрь;13500;1141;3068
Белый;25000;1049;2516
Желтый;17000;2482;5922
Темно-розовый;13500;1431;1805
Темно-розовый;11250;771;4472
Июль;12000;578;6870
Розовато-лавандовый;19500;2755;1757
Апрель;3000;2452;7009
Желто-зеленый;750;2503;416
Оранжево-красный;8750;1973;1304
Темно-серый;6500;1208;3876
Август;1500;1362;4217
Январь;1500;1285;3829
Анжелика;6000;2836;4188
Август;12000;1057;2481
Наталья;2250;1735;5282
Ираида;6000;2868;3016
Античный Белый;21000;1807;3368
Май;24000;1274;1281
Июнь;25500;1188;357
Август;7500;1325;5541
Октябрина;15000;65;5818
Октябрь;12500;30;145
Кира;9750;1361;2446
Элеонора;1000;1224;7827
Ксения;13500;2196;7725
Цвет морской волны;7500;138;2399
Зоя;23750;1785;6232
Оранжево-красный;6750;2308;425
Темно-розовый;16250;2761;1956
Июнь;1500;963;3978
Август;3750;132;7058
Ноябрь;21250;2183;810
Вера;12000;1945;7312
Золотой;1500;868;7417
Клавдия;6000;938;1490
Зеленый;9750;2640;648
Светло-желтый;10000;68;6731
Темно-оранжевый;16250;1906;6779
Пурпурный;4000;646;3669
Индиго;18000;1714;5189
Пурпурный;13500;2951;4057
Сентябрь;6000;2591;1182
Наталья;12750;478;6875
Май;3000;288;1782
Август;18000;253;530
Хаки;5000;2924;160
Иванна;2000;2328;7532
Белый;15000;2339;7285
Таисия;1000;2005;7464
Светло-серый;2000;1661;7470
Октябрь;4500;1468;4599
Декабрь;6500;2675;5599
Светло-розовый;1500;1925;4500
Оранжевый;12750;216;4470
Светло-зеленый;18750;2031;2764
Август;12500;2993;7657
Лидия;5000;1636;907
Сентябрь;12500;2191;2556
Сентябрь;4500;2044;7872
Розовый;6000;674;120
Коричневый;13500;902;1552
Январь;7000;1813;3168
Сливовый;16000;1328;409
Александра;24000;417;7416
Март;8250;2585;1788
Александра;15000;1519;310
Октябрь;13500;18;5123
Светло-синий;15000;2280;4461
Оранжевый;1000;471;6208
Акулина;8000;1830;3157
Июль;14000;2570;4543
Малиновый;8500;2616;2532
Июнь;10000;2638;2254
Темно-зеленый;15000;996;3497
Сентябрь;18000;1705;1747
Лора;19500;2460;710
Май;9000;10;73
Октябрина;12500;1295;3944
Пурпурный;6500;570;7299
Евдокия;28500;2814;5205
Июль;750;2807;3235
Февраль;1000;1110;208
Варвара;10000;1219;6852
Бледно-зеленый;13750;1047;570
Виктория;30000;1423;2602
Таисия;6750;1540;2199
Январь;3000;491;6080
Темно-розовый;23750;353;5891
Золотой;6750;2719;3929
Вера;9000;790;1364
Темно-синий;4500;81;5873
Июль;8250;2520;3755
Сине-фиолетовый;750;2746;6326
Анжела;4000;2914;4316
Аквамарин;8000;221;6729
Золотой;10500;747;5644
Март;9000;2225;256
Темно-голубой;11250;1070;5346
Январь;7000;2454;203
Темно-красный;10000;556;1334
Январь;6750;1027;514
Дарья;750;2610;5665
Тусклый серый;750;753;396
Розовый;11000;1177;6879
Май;21000;959;7041
Июнь;17500;2787;3433
Виктория;2500;2096;1570
Екатерина;5000;233;2872
Мария;25000;767;2139
Сентябрь;20000;109;5293
Июль;3000;1911;1652
Фаина;22500;48;2581
Маргарита;20000;584;5047
Коралловый;9750;2309;7903
Клавдия;20000;143;5060
Сине-фиолетовый;16250;2873;2155
Античный Белый;20000;486;2562
Апрель;21000;1421;4969
Бледно-Бирюзовый;3000;710;517
Анна;7000;249;4434
Красный;25000;225;1164
Февраль;3500;1770;642
Темный хаки;22500;1802;2993
Алина;8000;689;5229
Август;500;384;5155
Оранжево-красный;3000;2217;1503
Шоколадный;3500;2218;573
Бледно-зеленый;1250;2742;3632
Желтый;6750;2790;5235
Лидия;25500;217;4986
Валерия;18750;2958;1838
Ноябрь;9500;2381;3619
Сентябрь;7500;1776;7179
Жанна;7500;611;1729
Евдокия;12000;2740;912
Октябрь;5000;322;7528
Золотой;6000;2282;1773
Сентябрь;13750;1452;27
Коричневый;6750;2175;3371
Ирина;22500;1151;6753
Светло-желтый;12000;56;106
Тусклый серый;11250;2781;7315
Светло-серый;1500;2088;3650
Темно-оранжевый;9750;1787;2181
Розовато-лавандовый;2500;2325;3362
Светло-розовый;6000;1670;5824
Октябрь;500;2027;7092
Любовь;15000;459;976
Октябрь;13500;914;6709
Лариса;8750;1668;5533
Октябрь;1500;382;5310
Васильковый;23750;1476;4204
Наталья;7500;737;952
Нина;12000;1611;3582
Индиго;5000;202;2840
Апрель;19500;1809;5867
Антонина;25000;2128;3406
Марфа;7000;2286;454
Синий;18000;51;5732
Июнь;5250;2791;1842
Апрель;20000;2310;49
Лукия;6000;2484;5824
Марина;23750;1837;6618
Апрель;8250;1927;7061
Нина;19500;639;5558
Ноябрь;22500;2687;1998
Апрель;5000;392;4992
Аквамарин;6250;2375;5919
Ангелина;27000;314;6924
Раиса;4500;1634;3731
Темно-голубой;1000;151;5478
Оранжево-красный;2500;950;6143
Ольга;9000;2895;923
Раиса;18000;2685;226
Серый;2500;2612;2746
Декабрь;9500;2141;892
Лазурный;3000;2515;6063
Апрель;20000;2378;4547
Клавдия;6000;2159;1344
Апрель;10500;2222;7819
Светлана;22500;838;1978
Милица;6000;637;5878
Тамара;4000;711;6681
Валерия;6250;1864;7289
Фаина;13500;1081;5411
Сентябрь;12500;1844;3542
Сентябрь;8000;2775;2499
Нонна;4500;192;898
Июль;4000;127;4899
Январь;5000;1476;5076
Июнь;2500;2313;5803
Слоновая кость;13500;2008;5556
Ульяна;4000;857;637
Евгения;6000;1280;6863
Индиго;3750;2488;467
Март;8000;586;5473
Пелагея;13750;1233;7061
Июнь;1500;2497;7314
Бледно-Бирюзовый;13750;2745;3279
Светло-голубой;14250;1416;7266
Шоколадный;4500;2209;2003
Бежевый;10000;713;3828
Фиолетовый;2000;179;1590
Валерия;16500;393;6683
Античный Белый;7500;1940;4539
Темно-розовый;9000;2473;7883
Лазурный;7500;526;5072
Зинаида;5000;2247;1493
Лидия;10500;677;2942
Август;24000;370;1555
Таисия;17000;451;5989
Май;12000;2821;4390
Александра;1500;1478;2135
Октябрь;5000;738;198
Варвара;7000;1513;6208
Розовый;9000;2147;6918
Вера;2500;829;5698
Фиолетовый;5500;2935;4349
Темно-красный;4500;2552;2801
Август;23750;278;610
Август;6750;1069;1801
Желтый;1500;2567;2693
Синий;21250;142;6666
Милица;19500;341;1244
Сентябрь;8500;693;4569
Розовато-лавандовый;4500;2619;5162
Васильковый;7500;769;2109
Январь;2250;811;7818
Июнь;13500;2771;2857
Элеонора;6500;1254;1088
Кира;1500;1138;132
Февраль;11250;1543;3506
Ноябрь;9750;1468;208
Январь;16250;2988;6073
Алевтина;11000;2107;5945
Лукия;7500;2142;2224
Светло-синий;8750;1349;7389
Ия;25500;837;796
Ольга;5500;1423;4641
Апрель;3750;184;1462
Черный;15000;317;2284
Майя;1000;1338;5453
Оранжево-красный;16500;838;7462
Оранжево-красный;16250;160;4203
Оранжево-красный;3750;1642;2323
Евгения;1250;92;3902
Феврония;16000;2520;7676
Июнь;25000;2359;3505
Февраль;19500;1037;6332
Август;5000;1504;7393
Темно-оранжевый;7000;11;7111
Июнь;16500;940;3546
Июнь;8250;2379;7277
Розовый;1500;1576;413
Темно-голубой;3750;250;5837
Галина;10000;2644;3662
Светло-серый;5000;2952;3718
Март;8000;1650;5607
Евгения;3000;694;1146
Лазурный;8000;426;7092
Светло-синий;12000;1028;1374
Светло-синий;2500;1008;6168
Октябрина;5500;2225;3707
Агата;3000;2078;3990
Бирюзовый;7500;1324;5141
Март;11000;776;1279
Дарья;5000;314;2912
Пелагея;13000;627;4549
Кира;19000;1709;1783
Майя;5000;1053;1120
Июль;2000;2097;2778
Май;10000;2758;6255
Ноябрь;8500;164;4235
Октябрина;17500;1947;4333
Акулина;16500;1706;5411
Золотой;24000;2033;6036
Декабрь;8000;748;1274
Малиновый;11250;1167;987
Коричневый;15000;1562;1619
Темно-красный;8000;1717;5361
Васильковый;5000;380;5506
Март;13500;2984;1634
Алла;2500;787;472
Юлия;750;1259;6444
Бледно-Бирюзовый;3000;999;7588
Зоя;1500;2884;3021
Розовато-лавандовый;15000;1690;4455
Светло-синий;6000;847;6301
Темно-голубой;15000;718;7880
Наина;9000;1082;1214
Февраль;5000;2029;34
Агата;6250;1095;7014
Октябрь;18000;2400;2617
Зеленый;3000;363;2400
Декабрь;6500;1199;7338
Апрель;5000;2524;1436
Темно-зеленый;7500;797;6482
Акулина;25500;175;134
Сентябрь;21250;1253;3344
Темно-зеленый;9000;2212;7356
Сливовый;8000;1240;4778
Светло-серый;8000;2151;1185
Август;17000;2594;3439
Февраль;2500;1628;5063
Пелагея;4000;951;4073
Август;9000;2446;1512
Май;1000;499;355
Август;2250;2618;6186
Январь;4000;58;7689
Людмила;1000;2547;2210
Январь;12000;2665;4876
Евгения;11000;2546;4102
Дарья;7500;1262;6957
Август;4000;2703;7125
Ноябрь;12750;345;6975
Сентябрь;8250;1760;7977
Розовый;9000;1983;4385
Дарья;500;2520;1853
Февраль;14000;153;6764
Маргарита;10000;2192;5680
Ноябрь;15000;563;5957
Октябрь;7500;422;6378
Ярко-розовый;14000;153;1216
Март;3000;32;4790
Евпраксия;12000;2940;1921
Ноябрь;11000;1262;2544
Июнь;17000;1893;444
Сентябрь;9000;1895;6459
Олимпиада;3500;815;2364
Ноябрь;13000;1015;2533
Август;24000;1965;3055
Серебряный;6000;2151;6801
Февраль;7000;2711;3868
Лукия;8000;1544;5617
Январь;7500;240;4456
Светло-желтый;13000;1693;6042
Октябрь;11250;1626;2023
Розовый;18000;512;433
Любовь;5000;2773;3420
Январь;9000;880;7044
Лидия;11250;1572;5293
Декабрь;7500;2825;294
Валерия;10500;123;5886
Кира;20000;2650;1447
Марина;4500;2775;5612
Сливовый;20000;284;6866
Светло-синий;18750;1392;2871
Май;30000;1941;286
Синий;20000;721;3377
Вероника;3750;803;3687
Октябрь;6500;744;5185
Валерия;1000;1612;1829
Темный хаки;2000;1495;6067
Ноябрь;12000;1178;550
Василиса;15000;363;7919
Октябрь;15000;267;7920
Серый;13000;2863;1089
Апрель;9000;753;6184
Хаки;3750;2031;6348
Юлия;5500;113;1502
Анна;19500;510;3268
Серебряный;24000;1182;7838
Светло-серый;14000;2610;2225
Каштановый;5250;171;529
Июль;17500;490;2478
Фиолетовый;5000;1412;7354
Февраль;22500;1730;5918
Синий;11250;1923;4839
Январь;22500;1615;2601
Акулина;9000;768;7626
Шоколадный;12000;2132;533
Фиолетовый;5250;1993;4663
Август;10000;1069;901
Май;8500;2164;5232
Лора;6000;2485;6076
Акулина;14250;988;6946
Темно-розовый;12000;2647;4332
Красный;11000;209;393
Синий;6000;795;7221
Белый;13750;37;4600
Сентябрь;24000;2393;2081
Фиолетовый;7000;1034;7428
Агата;6000;1454;6752
Синклитикия;13500;260;1039
Декабрь;25500;2551;412
Милица;12000;2735;3205
Тусклый серый;4000;1862;1821
Июль;25000;1797;322
Шоколадный;3000;1860;1346
Коричневый;21000;740;1755
Лидия;25500;139;1679
Галина;2000;1325;6881
Цвет морской волны;2500;445;4191
Октябрь;15000;531;7638
Сентябрь;1500;2803;3271
Темно-синий;27000;1891;1319
Тусклый серый;500;341;2372
Анна;2250;2383;3111
Июнь;17000;75;1370
Сентябрь;5000;847;214
Коричневый;4000;904;7646
Феврония;18000;2872;134
Октябрь;16250;2537;1559
Евпраксия;3000;1615;2867
Декабрь;6750;134;419
Оранжевый;10500;2977;2215
Любовь;1500;1280;2312
Август;3000;1457;2242
Евпраксия;2500;1363;4639
Дарья;15000;125;5287
Декабрь;3000;1918;7146
Олимпиада;18750;1509;2480
Темно-синий;5000;775;2156
Сентябрь;5000;2041;3751
Аквамарин;30000;1674;1188
Апрель;750;1543;541
Дарья;2500;1256;1381
Валентина;21000;229;3805
Июль;15000;329;7606
Январь;7500;1218;6076
Июнь;25000;1564;5061
Июнь;2000;2323;3870
Анна;9750;1492;6619
Ольга;20000;2151;7703
Темно-бирюзовый;8000;2818;5200
Декабрь;12750;1718;521
Темно-фиолетовый;12500;314;5660
Август;24000;231;1561
Желтый;16500;381;911
Тусклый серый;10000;1101;4895
Серый;12750;1017;2620
Сентябрь;8000;599;237
Август;9000;854;330
Глафира;25000;2603;5617
Ирина;2500;1421;675
Декабрь;9000;755;7744
Темно-бирюзовый;10000;1741;6225
Февраль;4000;1100;4762
Шоколадный;9500;1250;1227
Бирюзовый;18750;658;2616
Алевтина;12000;1153;7187
Май;16000;2206;5833
Сине-фиолетовый;7500;2056;6053
Темно-красный;17000;2570;4354
Анжелика;3000;363;4395
Апрель;6250;307;7815
Ноябрь;20000;1432;5814
Февраль;6000;375;6735
Элеонора;12000;87;7060
Оранжево-красный;11250;99;2787
Желто-зеленый;16000;1425;4790
Декабрь;16250;993;6953
Евгения;4500;486;7846
Июль;7500;2729;3279
Маргарита;6000;845;5441
Светло-розовый;2250;1578;7216
Желто-зеленый;7500;1470;4656
Коричневый;9750;166;6989
Пелагея;2500;2989;7244
Васильковый;2500;288;3492
Индиго;22500;927;7629
Бледно-Бирюзовый;4000;34;6423
Вероника;1000;1468;2905
Иванна;17500;63;2583
Коралловый;500;1550;3921
Агафья;1000;1058;950
Слоновая кость;2500;1622;2756
Октябрь;7000;2332;82
Январь;9000;1779;5198
Июнь;18000;368;6971
Коралловый;30000;400;5886
Темно-красный;9000;431;7308
Хаки;18750;206;1642
Март;19000;767;1119
Темно-серый;3000;2723;6375
Темно-красный;4500;2866;3578
Екатерина;14250;2494;1889
София;4000;67;4458
Фиолетовый;500;1028;7399
Февраль;30000;1086;2864
Март;17500;2626;623
Лазурный;16250;2302;7410
Евдокия;6000;2374;2558
Оксана;5000;784;819
Коричневый;13750;1322;3072
Декабрь;1000;1897;458
Февраль;1500;2698;139
Апрель;4500;1102;2248
Январь;17500;108;7272
Эмилия;6500;319;3198
Серый;30000;2463;6250
Елизавета;4500;2929;7299
Темно-синий;10500;2201;1646
Темно-голубой;12750;189;2075
Ноябрь;7000;434;2142
Июль;1500;1536;7450
Сентябрь;4500;1497;2246
Аквамарин;13500;2882;5655
Апрель;3750;2051;3636
Розовый;750;1553;3472
Антонина;20000;783;4923
Розовато-лавандовый;12000;440;852
Екатерина;11250;1408;637
Цвет морской волны;5250;2363;7861
Элеонора;6750;962;6884
Июнь;22500;71;6943
Светло-желтый;12000;2502;2509
Юлия;14250;2415;786
Октябрь;1250;516;5050
Август;4500;2551;822
Тусклый серый;7000;2497;4090
Июль;1500;2936;2427
Август;4000;2060;1264
Милица;21250;924;6127
Фиолетовый;21250;1046;6372
Фаина;7500;2611;4864
Каштановый;9000;367;3012
Май;30000;714;7172
Анжелика;17000;2641;4767
Февраль;14250;1197;5331
Октябрь;19500;2730;7322
Светло-серый;6500;1631;1022
Март;14250;2995;1698
Темно-синий;12750;2167;4067
Бежевый;5500;2620;7784
Ноябрь;22500;934;3114
Январь;20000;1499;3639
Сентябрь;2250;308;5314
Коралловый;7000;121;6673
Нина;9000;1491;919
Елена;8750;1612;7068
Апрель;13000;270;6589
Ольга;6000;2585;3236
Слоновая кость;19000;1210;1667
Милица;10000;1140;2825
Январь;8250;615;1768
Темно-серый;15000;884;1113
Серебряный;5250;2342;7348
Темно-серый;7500;2909;3289
Бледно-зеленый;4000;2449;4025
Евдокия;6000;2096;103
Елена;6750;2394;3928
Раиса;18000;361;1218
Июль;6000;1907;6082
Таисия;19000;1523;827
Красный;22500;2833;1505
Светло-синий;8500;1377;2397
Каштановый;21000;1034;5170
Сентябрь;10500;1315;3524
Вера;750;1725;7163
Пурпурный;2000;197;1308
Аквамарин;5000;2541;3651
Раиса;17500;1263;4975
Темно-оранжевый;9000;402;1661
Ноябрь;10500;672;509
Август;10000;548;7193
Апрель;13750;212;2214
Алла;12500;2924;3382
Июль;11000;565;5165
Август;8500;815;5215
Лора;8000;1023;933
Коралловый;28500;2736;6936
Евгения;17000;1839;2599
Тамара;18750;1475;702
Виктория;6000;2545;6172
Март;6000;2458;5648
Маргарита;10000;830;1522
Зинаида;7500;2061;892
Март;1000;1574;3560
Алла;22500;559;5903
Лидия;10500;2295;2351
Июнь;12000;2907;4066
Июнь;20000;2706;3467
Ноябрь;9000;703;1719
Февраль;13750;2836;4222
Март;4500;2262;4961
Август;500;1287;2326
Февраль;22500;1674;6176
Индиго;500;2895;6941
Нонна;3750;887;4305
Евдокия;5000;2207;7048
Темный хаки;2500;154;1813
Октябрина;8750;2513;538
Январь;10000;1488;3980
Декабрь;21000;938;2673
Евпраксия;2000;2668;5510
Август;19500;2919;4230
Варвара;4000;1820;3762
Зеленый;3000;1433;4330
Июль;6000;1338;7889
Июнь;14000;1696;3128
Желто-зеленый;12000;1565;1722
Январь;8000;1933;7749
Тусклый серый;9000;658;3932
Май;16500;2839;7911
Темно-оранжевый;12000;1129;489
Сливовый;1500;836;3554
Мария;16250;58;5254
Ноябрь;4500;117;6861
Оранжево-красный;7000;1915;3264
Июль;1250;1028;398
Декабрь;5000;2132;5151
Лазурный;22500;2529;2244
Темно-красный;20000;1949;1415
Лазурный;17000;924;4342
Ноябрь;25500;2703;5098
Светлана;12000;2217;6211
Февраль;22500;206;2296
Мария;3000;863;1625
Октябрь;3000;1237;5245
Ноябрь;25000;1116;1121
Зинаида;18000;2014;5835
Декабрь;20000;2489;1635
Шоколадный;12000;1792;7453
Декабрь;15000;1543;6109
Раиса;10500;2240;4156
Ярко-розовый;15000;2496;7245
Анастасия;7500;296;7514
Лора;10500;1432;4325
Лидия;11000;2946;6986
Январь;17500;1803;3411
Светло-синий;6750;1329;1062
Темно-серый;4500;558;4801
Темно-зеленый;3500;1154;874
Январь;14000;1513;6211
Регина;3750;1539;87
Елизавета;10000;501;7248
Серый;18750;272;6417
Декабрь;20000;366;2099
Ноябрь;12000;2207;3602
Фуксия;1500;1498;1224
Январь;5000;1921;1226
Варвара;15000;224;6803
Васильковый;6250;281;4423
Сливовый;3500;106;868
Темно-голубой;10000;586;6008
Апрель;12750;44;4437
Алина;6000;2359;6645
Фуксия;24000;2120;2591
Мария;8000;2671;7359
Любовь;10500;1484;1790
Июнь;10000;2483;3683
Февраль;8750;576;439
Апрель;7500;165;5379
Белый;8500;397;467
Июнь;17500;461;5548
Серебряный;7500;98;7882
Март;15000;79;1649
Август;17500;904;7703
Светло-серый;21250;2524;5887
Ангелина;10500;709;40
Светлана;25500;2845;3884
Черный;5250;2616;258
Нинель;1500;1753;2047
Оранжевый;18750;1363;2752
Темно-фиолетовый;14250;2244;7202
Ангелина;15000;9;2730
Август;1250;2787;3031
Зинаида;17000;386;3444
Июнь;3000;301;2825
Каштановый;6250;2347;4265
Темно-красный;18750;2667;2992
Темно-фиолетовый;28500;32;4253
Темно-серый;24000;1662;2638
Август;18750;2291;7091
Январь;1000;2905;1161
Август;14250;1390;839
Майя;9500;446;28
Цвет морской волны;9750;559;2300
Декабрь;12750;2209;5699
Маргарита;7500;1508;289
Хаки;3000;1081;3681
Зинаида;7500;984;3613
Агафья;6500;2866;106
Валерия;12000;2724;4346
Июнь;8000;734;3384
Вероника;7500;2013;6037
Темно-красный;22500;89;5154
Ксения;20000;1828;5604
Ирина;6000;1892;7676
Ярко-розовый;9500;641;4892
Александра;21000;1676;3188
Декабрь;2000;1449;4386
Май;5000;88;6771
Сентябрь;3000;1095;3024
Нонна;18000;2758;2333
Оксана;10000;2267;7375
Сентябрь;10000;455;3143
Бирюзовый;11250;15;2978
Пелагея;10500;1141;5701
Фуксия;17000;2068;6286
Темно-голубой;28500;1124;1797
Нинель;6000;2455;343
Август;11000;1596;3460
Июль;4000;1746;3289
Коралловый;15000;411;7596
Людмила;4000;555;3376
Шоколадный;16500;2351;2066
Коричневый;10500;734;2219
Слоновая кость;9000;2474;6141
Нонна;17000;2740;967
Глафира;12000;80;4781
Светло-розовый;25000;480;2155
Эмилия;19500;676;4166
Апрель;10500;766;3838
Март;13000;500;4160
Март;500;360;6720
Маргарита;22500;1926;1021
Таисия;10500;651;3361
Ираида;16000;2806;7471
Наталья;10500;50;5919
Декабрь;15000;2038;3126
Маргарита;4000;1009;3708
Июнь;4000;81;2578
Январь;4000;2696;2671
Оранжевый;12000;1317;4166
Лукия;8750;172;6059
Август;18000;185;714
Май;1500;339;781
Алина;5000;634;5546
Ирина;12500;2549;5507
Белый;24000;1453;1880
Бледно-зеленый;20000;1072;3790
Темно-оранжевый;6250;1731;3403
Наина;13000;531;3834
Ноябрь;7500;2885;6334
Январь;3750;2085;6894
Апрель;15000;732;1740
Темно-зеленый;7000;2517;5002
Виктория;25500;2281;2008
Фёкла;14250;1774;5760
Октябрь;1500;2345;1971
Декабрь;11250;298;3398
Апрель;1000;790;3839
Ноябрь;15000;2947;3300
Зоя;1500;814;7441
Вероника;4500;2908;1151
Май;9000;205;515
Евфросиния;5250;2906;829
Клавдия;7500;2807;3366
Июль;5000;1275;1111
Дарья;500;2401;377
Октябрь;500;98;3686
Валентина;18000;1149;201
Май;3750;248;6519
Июнь;13000;816;5741
София;22500;1938;1145
Светло-зеленый;6000;2752;3067
Регина;2000;223;5946
Ноябрь;5000;1583;2935
Валерия;1500;178;5064
Валентина;1500;2209;1611
Сентябрь;10000;1058;260
Дарья;15000;171;1503
Январь;9000;1802;232
Татьяна;20000;1086;4931
Январь;3750;200;3502
Бледно-зеленый;500;2568;4942
Июль;9000;1832;6355
Светло-синий;25500;1320;1281
Ноябрь;7500;611;1641
Акулина;500;895;3618
Август;2000;1182;7033
Коралловый;15000;2092;3221
Аквамарин;22500;1289;5605
Февраль;28500;1780;3079
Январь;24000;2148;7183
Зеленый;16250;2173;2371
Светло-розовый;6500;1230;6143
Июнь;8250;2598;7030
Вера;1500;2199;4443
Темно-фиолетовый;10000;2065;2664
Бледно-Бирюзовый;2500;893;1945
Иванна;8500;1274;6855
Светло-зеленый;16250;1825;5205
Ноябрь;3500;800;4968
Валентина;24000;2424;85
Прасковья;27000;1502;7968
Март;3500;683;1120
Иванна;9750;1250;7928
Прасковья;5250;1185;4843
Эмилия;10500;84;1718
София;15000;2995;7771
Античный Белый;1250;165;5506
Тамара;750;1929;3285
Июнь;750;2214;4631
Темно-розовый;11000;337;4128
Наина;24000;1671;4766
Октябрь;10000;2549;2839
Октябрь;10000;2745;6367
Ноябрь;13750;2695;2676
Ксения;9000;1026;3752
Темно-бирюзовый;25500;1548;1128
Февраль;2000;1990;2092
Ирина;30000;2902;7216
Нонна;25000;1266;2590
Татьяна;8500;1663;1362
Март;21250;1702;3592
Апрель;4500;707;720
Бледно-зеленый;4500;2500;7631
Светло-розовый;8500;1979;1208
Синий;7000;1250;1012
Март;5250;951;3582
Ксения;6250;316;7912
Нина;9000;748;6388
Апрель;27000;507;673
Май;21250;2053;4280
Олимпиада;16000;714;7432
Ульяна;23750;1770;3834
Темно-оранжевый;500;2376;176
Июль;19500;1544;2205
Бледно-зеленый;13500;1434;5554
Юлия;16500;78;7759
Декабрь;10000;1832;3952
Иванна;3000;730;1017
Розовый;10000;1746;6785
Анжела;8000;1696;7863
Июнь;11000;170;7848
Декабрь;19000;638;2972
Июнь;21250;622;6835
Надежда;9500;1574;4048
Лукия;4500;1676;7478
Хаки;4500;295;5710
Зеленый;10000;1562;1749
Раиса;9750;2913;508
Василиса;30000;2914;3694
Олимпиада;12000;1215;4145
Бежевый;1500;508;6795
Сине-фиолетовый;18000;279;828
Золотой;3000;2739;3679
Агата;8250;903;7109
Февраль;750;2408;4383
Индиго;24000;2142;6260
Февраль;4000;711;7489
Зеленый;15000;511;3856
Виктория;10500;2723;4861
Май;9000;566;6092
Июль;2000;1737;2105
Варвара;6000;940;6846
Октябрь;12000;1038;7689
Татьяна;1000;1708;3036
Вера;20000;2613;2606
Май;3000;1813;7142
Декабрь;8500;593;2106
Ульяна;8500;1369;4090
Евпраксия;2000;2457;2157
Темно-голубой;3750;811;5033
Светло-серый;11250;1952;7839
Зеленый;25000;358;22
Малиновый;500;2950;2861
Светло-розовый;20000;917;5371
Светло-розовый;10500;2075;1667
Желтый;25500;697;1703
Светло-розовый;4500;64;7655
Темно-розовый;25000;823;2408
Темно-бирюзовый;15000;490;6223
Март;8000;2669;2601
Май;20000;2044;397
Темно-розовый;8250;2050;606
Темно-оранжевый;13000;359;1385
Июль;9750;2842;5180
Октябрь;4000;1331;7868
Лукия;17500;880;3342
Ноябрь;500;1609;7783
Темно-бирюзовый;13500;1107;319
Мария;1500;141;1312
Май;6750;974;2194
Каштановый;3500;386;2695
Октябрь;6250;2396;4533
Глафира;10000;2167;183
Тусклый серый;8500;2595;5359
Елена;1500;1641;5486
Индиго;16250;1250;7727
Октябрина;21250;1844;7517
Розовато-лавандовый;8500;2989;7117
Евфросиния;27000;2716;3498
Коралловый;16000;1317;585
Июль;6000;1143;5916
Евгения;13750;2592;4680
Ноябрь;10500;167;83
Апрель;16250;154;1153
Фаина;9000;2495;7916
Лора;3000;2226;7294
Ираида;10000;292;7110
Июль;15000;2460;1284
Ольга;4500;2599;6387
Бледно-Бирюзовый;11000;403;6309
Ирина;5000;1605;4911
Клавдия;10000;2890;5788
Май;5250;67;1480
Май;14250;1711;1766
Январь;3000;2325;1698
Зоя;12500;2950;3404
Елизавета;10000;2396;4522
Ноябрь;2000;866;4598
Милица;10500;1832;6590
